"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"78fbd6bb-3217-4403-92e5-fd46b797b2ec";"2";"10.00";"9.35";"0.65"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"513cc0f5-7163-48d6-b44a-94b41d36802e";"2";"13.00";"12.15";"0.85"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"2c265f24-f7cb-4e20-b198-e7f0cffa1207";"2";"10.50";"9.82";"0.68"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"77d3f0f5-15ec-4685-8633-5a84036b66f2";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"1";"6.00";"5.04";"0.96"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"2";"33.00";"30.84";"2.16"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"19a810bb-f5ea-464d-896c-f4cb653ab946";"1";"4.00";"3.36";"0.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"de8aa783-f254-4190-8382-8c41b11ea45f";"2";"38.50";"35.98";"2.52"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"d5376689-b46b-495e-b4f0-8611c7eec244";"2";"30.50";"28.50";"2.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"f2bc382d-77c3-4faf-a366-65bf79057235";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"bb5dade4-5b62-4871-b003-06652a8d8585";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"cfe98f34-cb91-429b-9a74-d1291c75c380";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"1afbefe6-638f-41f1-a554-481c3af6b182";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"1afbefe6-638f-41f1-a554-481c3af6b182";"2";"7.00";"6.54";"0.46"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"9521839d-4d98-4b2f-99ed-d957dc812e38";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"9521839d-4d98-4b2f-99ed-d957dc812e38";"2";"32.00";"29.91";"2.09"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"86b3b30d-3fc1-4116-81cf-8676752bf2e9";"2";"7.00";"6.54";"0.46"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"5306bc6b-9013-46a4-a69b-ca9cd46d9533";"1";"4.00";"3.36";"0.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"ed908b5d-e024-4816-8234-43c8a5922dd3";"1";"5.70";"4.79";"0.91"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"ed908b5d-e024-4816-8234-43c8a5922dd3";"2";"16.50";"15.42";"1.08"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"ad4315fd-8978-4c34-a9b4-43c2fc1a1224";"2";"15.00";"14.02";"0.98"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"08bb196d-4368-4d95-a4d7-f4e44b355d9e";"1";"6.00";"5.04";"0.96"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"08bb196d-4368-4d95-a4d7-f4e44b355d9e";"2";"36.00";"33.65";"2.35"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"177f3fb7-6063-494d-9bb0-c14c07ab219f";"2";"12.00";"11.21";"0.79"
