"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"POS_ZEILE";"GUTSCHEIN_NR";"ARTIKELTEXT";"POS_TERMINAL_ID";"GV_TYP";"GV_NAME";"INHAUS";"P_STORNO";"AGENTUR_ID";"ART_NR";"GTIN";"WARENGR_ID";"WARENGR";"MENGE";"FAKTOR";"EINHEIT";"STK_BR"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"78fbd6bb-3217-4403-92e5-fd46b797b2ec";"1";;"Chicken Wing Yangnyoem";;"Umsatz";;"1";"0";"0";"47844555";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"513cc0f5-7163-48d6-b44a-94b41d36802e";"2";;"Chicken-Mu";;"Umsatz";;"1";"0";"0";"49604511";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"513cc0f5-7163-48d6-b44a-94b41d36802e";"1";;"Chicken Pop Yangnyoem";;"Umsatz";;"1";"0";"0";"47844540";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"2c265f24-f7cb-4e20-b198-e7f0cffa1207";"2";;"Yangneom(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47790565";;;;"1.000";;;"2.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"2c265f24-f7cb-4e20-b198-e7f0cffa1207";"1";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844554";;;;"1.000";;;"8.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"77d3f0f5-15ec-4685-8633-5a84036b66f2";"1";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"4";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"3.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"3";;"Chicken Pop Soy Garlic";;"Umsatz";;"1";"0";"0";"47844544";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"2";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"1";;"Chicken Pop Yangnyoem";;"Umsatz";;"1";"0";"0";"47844540";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"19a810bb-f5ea-464d-896c-f4cb653ab946";"1";;"Wasser (mit Kohlensäure)";;"Umsatz";;"1";"0";"0";"49474536";;;;"2.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"de8aa783-f254-4190-8382-8c41b11ea45f";"3";;"Tteokbokki";;"Umsatz";;"1";"0";"0";"47790564";;;;"1.000";;;"8.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"de8aa783-f254-4190-8382-8c41b11ea45f";"2";;"Chicken Wing Yangnyoem";;"Umsatz";;"1";"0";"0";"47844555";;;;"1.000";;;"14.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"de8aa783-f254-4190-8382-8c41b11ea45f";"1";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"15.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"d5376689-b46b-495e-b4f0-8611c7eec244";"3";;"Tteokbokki";;"Umsatz";;"1";"0";"0";"47790564";;;;"1.000";;;"8.50000"
