"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"POS_ZEILE";"GUTSCHEIN_NR";"ARTIKELTEXT";"POS_TERMINAL_ID";"GV_TYP";"GV_NAME";"INHAUS";"P_STORNO";"AGENTUR_ID";"ART_NR";"GTIN";"WARENGR_ID";"WARENGR";"MENGE";"FAKTOR";"EINHEIT";"STK_BR"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"523aca3b-b94b-4659-8c51-f55d7c7a8bd8";"2";;"Birnesaft 238ml";;"Umsatz";;"1";"0";"0";"48588143";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"523aca3b-b94b-4659-8c51-f55d7c7a8bd8";"1";;"Cass Bier 355ml";;"Umsatz";;"1";"0";"0";"48588161";;;;"1.000";;;"6.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"1f09fc60-b9db-4d48-849e-a347b6bfb03c";"3";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"1f09fc60-b9db-4d48-849e-a347b6bfb03c";"2";;"Basak Ramyeon";;"Umsatz";;"1";"0";"0";"47804263";;;;"1.000";;;"12.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"1f09fc60-b9db-4d48-849e-a347b6bfb03c";"1";;"Bibim Veggie Mandu(Dumplings) 8 st";;"Umsatz";;"1";"0";"0";"48759750";;;;"1.000";;;"9.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"df87c126-4338-4075-b4fa-4de896c55351";"1";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"11";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844903";;;;"1.000";;;"13.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"10";;"Chicken Wing Soy Garlic";;"Umsatz";;"1";"0";"0";"47844557";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"9";;"Chicken Pop Soy Garlic";;"Umsatz";;"1";"0";"0";"47844544";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"8";;"Gochujang Mayo(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47826959";;;;"1.000";;;"2.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"7";;"Cream Lemon(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47790567";;;;"1.000";;;"2.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"6";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"1";"0";"47844554";;;;"1.000";;;"8.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"5";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"1";"0";"47844903";;;;"1.000";;;"9.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"4";;"Chicken Wing Soy Garlic";;"Umsatz";;"1";"1";"0";"47844557";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"3";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"1";"0";"47844554";;;;"1.000";;;"8.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"2";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"1";"0";"47844903";;;;"1.000";;;"9.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"5329870b-1eec-4821-9af6-de8d7431e634";"1";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"1";"0";"47844554";;;;"1.000";;;"12.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"c154b337-3a06-42f5-b54e-77e0e8bb2396";"1";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"8d4b9879-23e2-478a-94f9-26bae6031871";"4";;"Yangneom(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47790565";;;;"1.000";;;"2.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"8d4b9879-23e2-478a-94f9-26bae6031871";"3";;"Türffel Mayo(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47826950";;;;"1.000";;;"3.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"8d4b9879-23e2-478a-94f9-26bae6031871";"2";;"Sweet Potato Frites";;"Umsatz";;"1";"0";"0";"47826853";;;;"1.000";;;"5.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"8d4b9879-23e2-478a-94f9-26bae6031871";"1";;"Chicken Wing Cream Lemon";;"Umsatz";;"1";"0";"0";"47844689";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"41330220-7f6f-4b61-aa4f-95489debc56b";"1";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844903";;;;"1.000";;;"9.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"985b7cd3-6f29-43e9-b057-e8d566bb3785";"2";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844903";;;;"1.000";;;"9.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"985b7cd3-6f29-43e9-b057-e8d566bb3785";"1";;"Chicken Wing Yangnyoem";;"Umsatz";;"1";"0";"0";"47844555";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"6";;"Pommes Frites";;"Umsatz";;"1";"0";"0";"47826849";;;;"1.000";;;"4.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"5";;"Sweet Potato Frites";;"Umsatz";;"1";"0";"0";"47826853";;;;"1.000";;;"5.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"4";;"Gun Mandu(Dumplings) 6 st";;"Umsatz";;"1";"0";"0";"47790563";;;;"1.000";;;"7.80000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"3";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844554";;;;"1.000";;;"8.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"2";;"Tteokbokki";;"Umsatz";;"1";"0";"0";"47790564";;;;"1.000";;;"8.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"eab65db0-08a3-4b37-9d18-c66323664aee";"1";;"Chicken Wing Soy Garlic";;"Umsatz";;"1";"0";"0";"47844557";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"31e5b7b0-3944-4f31-aff1-c7d4c84565bb";"1";;"COCA COLA";;"Umsatz";;"1";"0";"0";"47790569";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"798ce436-0fc9-4a55-ac2d-f1e3001f37d4";"4";;"Ketchup";;"Umsatz";;"1";"0";"0";"47826929";;;;"1.000";;;"1.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-02T18:24:51Z";"28";"798ce436-0fc9-4a55-ac2d-f1e3001f37d4";"3";;"COCA COLA";;"Umsatz";;"1";"0";"0";"47790569";;;;"1.000";;;"3.70000"
