"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"TSE_ID";"TSE_SERIAL";"TSE_SIG_ALGO";"TSE_ZEITFORMAT";"TSE_PD_ENCODING";"TSE_PUBLIC_KEY";"TSE_ZERTIFIKAT_I";"TSE_ZERTIFIKAT_II";"TSE_ZERTIFIKAT_III";"TSE_ZERTIFIKAT_IV";"TSE_ZERTIFIKAT_V"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-03T21:58:35Z";"29";"1";"c45c9dec2e8e32e579bd4dc81151b5c38cd8b034edc44613e7bc6c69f9d05fda";"ecdsa-plain-SHA256";"unixTime";"UTF-8";"BE6L7KcqiGSRP40CbtDw3oOpBHN22v26YZIHYr5cgRNu1PMm6F9n5jAwWw/i+MXzV8yIOotIFGbWm0jyBkn721A=";"MIIEczCCA/qgAwIBAgIQLuudsHKzDbIz9qfn2tyZ+jAKBggqhkjOPQQDAzBFMRswGQYDVQQDExJEQVJaLVRTRS1TVUItQ0EtMDExDTALBgNVBAoTBERBUloxCzAJBgNVBAYTAkRFMQowCAYDVQQFEwEyMB4XDTI0MTAyODA5NTMyMloXDTMyMTAyODIzNTk1OVowgdQxSTBHBgNVBAMMQEJTSS1EU1otQ0MtMTE1M19CU0ktRFNaLUNDLTExMzBfOTY0NjIzRTAyRDM1NDZFQTkxMEM5RDc4QTRBRjBDMTYxFTATBgNVBAoTDGZpc2thbHkgR21iSDEYMBYGA1UELhMPQlNJLURTWi1DQy0xMTUzMUkwRwYDVQQFE0BjNDVjOWRlYzJlOGUzMmU1NzliZDRkYzgxMTUxYjVjMzhjZDhiMDM0ZWRjNDQ2MTNlN2JjNmM2OWY5ZDA1ZmRhMQswCQYDVQQGEwJERTBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABE6L7KcqiGSRP40CbtDw3oOpBHN22v26YZIHYr5cgRNu1PMm6F9n5jAwWw/i+MXzV8yIOotIFGbWm0jyBkn721CjggI6MIICNjAfBgNVHSMEGDAWgBRsySR+ZuH5TCT2MIwLaxq4tIczejAOBgNVHQ8BAf8EBAMCB4AwDAYDVR0TAQH/BAIwADBaBgNVHSAEUzBRME8GCisGAQQBg5NvAQMwQTA/BggrBgEFBQcCARYzaHR0cHM6Ly93d3cuZGEtcnouZGUvZGUvdWViZXItZGFyei91bnRlcm5laG1lbi9wa2kvMFQGA1UdEgRNMEuBFHRzZS1yb290LWNhQGRhLXJ6LmRlhjNodHRwczovL3d3dy5kYS1yei5kZS9kZS91ZWJlci1kYXJ6L3VudGVybmVobWVuL3BraS8wgfEGA1UdHwSB6TCB5jByoHCgboZsaHR0cDovL3RzZS1wa2kuZGEtcnoubmV0L3Rz";"ZS1wa2kvY3JsP2lzc3VlckROPUNOJTNEREFSWi1UU0UtU1VCLUNBLTAxJTJDTyUzRERBUlolMkNDJTNEREUlMkNTRVJJQUxOVU1CRVIlM0QyMHCgbqBshmpsZGFwOi8vbGRhcC10c2UtcGtpLmRhLXJ6Lm5ldC9zZXJpYWxOdW1iZXI9MixDTj1EQVJaLVRTRS1TVUItQ0EtMDEsREM9REFSWixEQz1ERT9jZXJ0aWZpY2F0ZVJldm9jYXRpb25MaXN0ME8GCCsGAQUFBwEBBEMwQTA/BggrBgEFBQcwAoYzaHR0cHM6Ly93d3cuZGEtcnouZGUvZGUvdWViZXItZGFyei91bnRlcm5laG1lbi9wa2kvMAoGCCqGSM49BAMDA2cAMGQCMA3HvdKeGZXn7pvZqLzuQCS7QcR1tbpLLsNPaR6vPoGL2DvbgtnDWuNk0A3hO3RgpAIwR6prmb12kjgVX32N6pyJs7fN043WhJ2Htyh0pZtzDc+7ZyUgVjBTw76y4kKKUvpg";;;
