"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"GV_TYP";"GV_NAME";"AGENTUR_ID";"UST_SCHLUESSEL";"Z_UMS_BRUTTO";"Z_UMS_NETTO";"Z_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-03T21:58:35Z";"29";"Umsatz";;"0";"2";"555.30000";"519.01000";"36.29000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-03T21:58:35Z";"29";"Umsatz";;"0";"1";"69.90000";"58.74000";"11.16000"
