"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"TERMINAL_ID";"TERMINAL_BRAND";"TERMINAL_MODELL";"TERMINAL_SERIENNR";"TERMINAL_SW_BRAND";"TERMINAL_SW_VERSION"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-03T21:58:35Z";"29";"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"Apple";"iPad";"2BE0374F-BB58-4BE4-B853-CD769BBF0C66";"Tiller";"6.1.0-536"
