"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"GV_TYP";"GV_NAME";"AGENTUR_ID";"UST_SCHLUESSEL";"Z_UMS_BRUTTO";"Z_UMS_NETTO";"Z_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-05-23T17:12:38Z";"20";"Umsatz";;"0";"2";"0.00000";"0.00000";"0.00000"
