"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"Z_BUCHUNGSTAG";"TAXONOMIE_VERSION";"Z_START_ID";"Z_ENDE_ID";"NAME";"STRASSE";"PLZ";"ORT";"LAND";"STNR";"USTID";"Z_SE_ZAHLUNGEN";"Z_SE_BARZAHLUNGEN"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-05-23T17:12:38Z";"20";"2025-05-23";"2.3.0";"9f70c1f2-249a-42d1-be6a-3cc7d1878314";"4196f765-57e0-4359-b2a3-045b7be40552";"managed-orga-59585";"An Der Fließwiese 24a";"14052";"Berlin";"DEU";"2737550101";"DE339330766";"0.00";"0.00"
