"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"ZAHLART_TYP";"ZAHLART_NAME";"ZAHLWAEH_CODE";"ZAHLWAEH_BETRAG";"BASISWAEH_BETRAG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"9a9e2a00-764a-4f51-8332-21a34078a9f6";"Unbar";;"EUR";;"20.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"289fa806-7128-482c-8f17-c35dcd373df3";"Bar";;"EUR";;"-1.30"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"289fa806-7128-482c-8f17-c35dcd373df3";"Bar";;"EUR";;"5.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b8671eb-b559-478e-a396-8dfff4d629f9";"Bar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b8671eb-b559-478e-a396-8dfff4d629f9";"Bar";;"EUR";;"0.11"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"c14e5b54-92c4-40ed-914b-9c17f1d66063";"Bar";;"EUR";;"8.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"112a16fa-456b-486f-9ac4-54bc0ab10bd2";"Unbar";;"EUR";;"5.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"a35e686d-df93-41e4-851f-aa692401b0f5";"Unbar";;"EUR";;"7.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"b159554a-b4b3-42ec-ae34-7a6bb094a4a5";"Unbar";;"EUR";;"29.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"6b1b3d1b-9072-4136-8cb9-b5bcfe28ffbd";"Unbar";;"EUR";;"27.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"4990fe12-6c7d-40e4-9750-5dd484921eb6";"Bar";;"EUR";;"28.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1bb3392d-001b-4964-99cf-572d970fbcc2";"Unbar";;"EUR";;"46.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"fcd41eaa-c8f2-4b19-8712-2354ca0f35b1";"Unbar";;"EUR";;"19.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"21b00158-0bf2-46ed-b2d0-d23e24eb03f9";"Unbar";;"EUR";;"14.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"203d1876-6eab-45e0-9ee8-8bbe65d30105";"Unbar";;"EUR";;"63.40"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"956aed0e-9c00-4437-b438-8c67ba19fd0d";"Unbar";;"EUR";;"4.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"46a69e0e-0aa0-4891-b900-0abeb8e1d4ca";"Unbar";;"EUR";;"44.60"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b7277b4-4463-4f77-b055-412483efef6d";"Unbar";;"EUR";;"10.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"472097ea-39c1-45d8-8738-5494c72a427b";"Unbar";;"EUR";;"25.85"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"cac21bbe-2eb6-4dbb-a3ce-de423452699c";"Unbar";;"EUR";;"29.15"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"0f8ff3f8-bd99-4557-b280-e43eb172bacd";"Bar";;"EUR";;"3.70"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"07ef0112-5b0e-4c52-a5a2-70adc538c7af";"Unbar";;"EUR";;"28.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"a85e59a3-9470-474d-b522-16de90075f4e";"Unbar";;"EUR";;"14.70"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"93041fbd-9e25-47bd-9e7f-702fa4b261b2";"Bar";;"EUR";;"-40.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"93041fbd-9e25-47bd-9e7f-702fa4b261b2";"Bar";;"EUR";;"50.00"
