"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"9a9e2a00-764a-4f51-8332-21a34078a9f6";"2";"19.00";"17.76";"1.24"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"289fa806-7128-482c-8f17-c35dcd373df3";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b8671eb-b559-478e-a396-8dfff4d629f9";"1";"6.70";"5.63";"1.07"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b8671eb-b559-478e-a396-8dfff4d629f9";"2";"4.00";"3.74";"0.26"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"c14e5b54-92c4-40ed-914b-9c17f1d66063";"2";"8.50";"7.94";"0.56"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"112a16fa-456b-486f-9ac4-54bc0ab10bd2";"2";"5.50";"5.14";"0.36"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"a35e686d-df93-41e4-851f-aa692401b0f5";"2";"7.00";"6.54";"0.46"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"b159554a-b4b3-42ec-ae34-7a6bb094a4a5";"2";"29.50";"27.57";"1.93"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"6b1b3d1b-9072-4136-8cb9-b5bcfe28ffbd";"1";"5.00";"4.20";"0.80"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"6b1b3d1b-9072-4136-8cb9-b5bcfe28ffbd";"2";"22.00";"20.56";"1.44"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"4990fe12-6c7d-40e4-9750-5dd484921eb6";"1";"2.00";"1.68";"0.32"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"4990fe12-6c7d-40e4-9750-5dd484921eb6";"2";"26.00";"24.30";"1.70"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1bb3392d-001b-4964-99cf-572d970fbcc2";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1bb3392d-001b-4964-99cf-572d970fbcc2";"2";"35.00";"32.71";"2.29"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"fcd41eaa-c8f2-4b19-8712-2354ca0f35b1";"2";"19.00";"17.76";"1.24"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"21b00158-0bf2-46ed-b2d0-d23e24eb03f9";"2";"14.00";"13.09";"0.91"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"203d1876-6eab-45e0-9ee8-8bbe65d30105";"1";"9.40";"7.90";"1.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"203d1876-6eab-45e0-9ee8-8bbe65d30105";"2";"54.00";"50.47";"3.53"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"956aed0e-9c00-4437-b438-8c67ba19fd0d";"2";"4.00";"3.74";"0.26"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"46a69e0e-0aa0-4891-b900-0abeb8e1d4ca";"1";"11.10";"9.33";"1.77"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"46a69e0e-0aa0-4891-b900-0abeb8e1d4ca";"2";"33.50";"31.30";"2.20"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"1b7277b4-4463-4f77-b055-412483efef6d";"2";"10.00";"9.35";"0.65"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"472097ea-39c1-45d8-8738-5494c72a427b";"2";"23.50";"21.97";"1.53"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"cac21bbe-2eb6-4dbb-a3ce-de423452699c";"1";"4.00";"3.36";"0.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"cac21bbe-2eb6-4dbb-a3ce-de423452699c";"2";"22.50";"21.03";"1.47"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"0f8ff3f8-bd99-4557-b280-e43eb172bacd";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"07ef0112-5b0e-4c52-a5a2-70adc538c7af";"2";"28.50";"26.63";"1.87"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"a85e59a3-9470-474d-b522-16de90075f4e";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"a85e59a3-9470-474d-b522-16de90075f4e";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-14T20:57:15Z";"39";"93041fbd-9e25-47bd-9e7f-702fa4b261b2";"2";"10.00";"9.35";"0.65"
