"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"ZAHLART_WAEH";"ZAHLART_BETRAG_WAEH"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"EUR";"157.70"
