"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"f4af1fa2-f224-4201-bcc5-1d8e09e2702b";"2";"29.00";"27.10";"1.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"d4af7eae-d786-4d17-9765-56876c4b2b2f";"1";"6.00";"5.04";"0.96"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"e2b21d03-0fec-48cb-b26b-cffba1977563";"2";"10.50";"9.81";"0.69"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"c4c03813-7a2a-4b17-8789-55f24538fb20";"2";"21.50";"20.10";"1.40"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"e79cda09-3ad9-4fec-b67d-53835353726a";"1";"11.10";"9.33";"1.77"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"e79cda09-3ad9-4fec-b67d-53835353726a";"2";"31.80";"29.72";"2.08"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"ed310ae1-1c16-415b-83ff-7cadd557d7c6";"1";"-9.70";"-8.15";"-1.55"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"ed310ae1-1c16-415b-83ff-7cadd557d7c6";"2";"-36.50";"-34.11";"-2.39"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"32020bcb-864e-4679-9d6c-31aafa8bb41d";"2";"16.00";"14.95";"1.05"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"cc16a7fe-4606-4f62-bab4-d00c3639eaab";"1";"9.70";"8.15";"1.55"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"cc16a7fe-4606-4f62-bab4-d00c3639eaab";"2";"29.00";"27.11";"1.89"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"b1d7f152-977f-4754-86a5-05193ae746f4";"1";"9.70";"8.15";"1.55"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"b1d7f152-977f-4754-86a5-05193ae746f4";"2";"36.50";"34.11";"2.39"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"52c53715-f40f-46b2-83aa-67c44fcdf42f";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"52c53715-f40f-46b2-83aa-67c44fcdf42f";"2";"19.50";"18.23";"1.27"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"6105cd3f-fdc4-4084-9fae-b4da7d2894fc";"2";"18.00";"16.83";"1.17"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"eceb1623-2c85-4f29-98b0-b7f13d0f7eb5";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"eceb1623-2c85-4f29-98b0-b7f13d0f7eb5";"2";"29.00";"27.10";"1.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"9fe0c309-f5ed-4837-aeb0-db69b399bf12";"1";"6.00";"5.04";"0.96"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"9fe0c309-f5ed-4837-aeb0-db69b399bf12";"2";"32.50";"30.38";"2.12"
