"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"ZAHLART_TYP";"ZAHLART_NAME";"ZAHLWAEH_CODE";"ZAHLWAEH_BETRAG";"BASISWAEH_BETRAG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"f4af1fa2-f224-4201-bcc5-1d8e09e2702b";"Bar";;"EUR";;"29.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"d4af7eae-d786-4d17-9765-56876c4b2b2f";"Unbar";;"EUR";;"6.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"d4af7eae-d786-4d17-9765-56876c4b2b2f";"Unbar";;"EUR";;"8.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"e2b21d03-0fec-48cb-b26b-cffba1977563";"Bar";;"EUR";;"10.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"c4c03813-7a2a-4b17-8789-55f24538fb20";"Bar";;"EUR";;"21.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"c4c03813-7a2a-4b17-8789-55f24538fb20";"Unbar";;"EUR";;"21.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"e79cda09-3ad9-4fec-b67d-53835353726a";"Unbar";;"EUR";;"42.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"ed310ae1-1c16-415b-83ff-7cadd557d7c6";"Bar";;"EUR";;"-46.20"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"32020bcb-864e-4679-9d6c-31aafa8bb41d";"Unbar";;"EUR";;"16.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"cc16a7fe-4606-4f62-bab4-d00c3639eaab";"Bar";;"EUR";;"-1.30"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"cc16a7fe-4606-4f62-bab4-d00c3639eaab";"Bar";;"EUR";;"40.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"b1d7f152-977f-4754-86a5-05193ae746f4";"Bar";;"EUR";;"-1.80"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"b1d7f152-977f-4754-86a5-05193ae746f4";"Bar";;"EUR";;"48.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"52c53715-f40f-46b2-83aa-67c44fcdf42f";"Unbar";;"EUR";;"26.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"6105cd3f-fdc4-4084-9fae-b4da7d2894fc";"Bar";;"EUR";;"-2.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"6105cd3f-fdc4-4084-9fae-b4da7d2894fc";"Bar";;"EUR";;"20.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"eceb1623-2c85-4f29-98b0-b7f13d0f7eb5";"Bar";;"EUR";;"40.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"9fe0c309-f5ed-4837-aeb0-db69b399bf12";"Unbar";;"EUR";;"38.50"
