"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"TSE_ID";"TSE_TANR";"TSE_TA_START";"TSE_TA_ENDE";"TSE_TA_VORGANGSART";"TSE_TA_SIGZ";"TSE_TA_SIG";"TSE_TA_FEHLER";"TSE_VORGANGSDATEN"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"bf0fff36-1f3d-490c-9ef1-5cc7f83bfa1e";"1";"823";"2025-06-09T08:38:20.000Z";"2025-06-09T08:38:54.000Z";"Kassenbeleg-V1";"2837";"sAAhqspGdwjBUN/InB/IoUmRN/O9uZkaJMSj18LkUq7A0w63Voap7xHPfvg7+3Uojb5S47yGIu5wvtUx5t2ZIg==";;"Beleg^0.00_0.00_0.00_0.00_0.00^"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"9fe0c309-f5ed-4837-aeb0-db69b399bf12";"1";"825";"2025-06-09T10:21:06.000Z";"2025-06-09T10:24:40.000Z";"Kassenbeleg-V1";"2851";"oFcle4ww75PRUSkb9tq1E4k1EJPdtJr7z19BOxWTq3KOfFAlX1HnDvdhbBd/AqnDtplUWAsUd+i3QG6pNOZn0A==";;"Beleg^6.00_32.50_0.00_0.00_0.00^38.50:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"eceb1623-2c85-4f29-98b0-b7f13d0f7eb5";"1";"827";"2025-06-09T12:58:30.000Z";"2025-06-09T13:05:44.000Z";"Kassenbeleg-V1";"2860";"ZVmPJHCtFvvYUhq7HqZDunD+d8JOobXLdl6BFjMUmagwo2+LpbJcvc2AZd2JsEIocMULPmkFXsRIuDWnxV8yhQ==";;"Beleg^7.40_29.00_0.00_0.00_3.60^40.00:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"6105cd3f-fdc4-4084-9fae-b4da7d2894fc";"1";"829";"2025-06-09T14:07:51.000Z";"2025-06-09T14:09:10.000Z";"Kassenbeleg-V1";"2867";"7thR+dWPybFWDaNGsrX2+Ze5xd4AI5JCm6OiPvW3mhTJE+pUCsOLoChVCXOnSEK0fPKwdMfRcKrIqFq6qmd4rQ==";;"Beleg^0.00_18.00_0.00_0.00_0.00^18.00:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"46475c40-6ef9-4d64-abb8-c2b11705b6fd";"1";"831";"2025-06-09T14:21:05.000Z";"2025-06-09T14:22:20.000Z";"Kassenbeleg-V1";"2876";"fpUZnqzSfRGdA0UCIKM5B0mx9D9auT+iq/Q8AxatEV2u3Z0f5eeHsze4EQWZtZ9fm7cbp2jZxp2wSIpQSALOVQ==";;"Beleg^0.00_0.00_0.00_0.00_0.00^"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"0ece0ac6-54c6-4070-8fe8-fd4137ddcce5";"1";"833";"2025-06-09T14:21:36.000Z";"2025-06-09T14:22:29.000Z";"Kassenbeleg-V1";"2879";"n/YOuDjt9VPHYN69M30K02JkEYJ4Lu9WvaNTgSU8zPWk9Q/tUho4U8whnXJvEdiWl+Fhw+BAcHEXG4PKCKyBzQ==";;"Beleg^0.00_0.00_0.00_0.00_0.00^"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"52c53715-f40f-46b2-83aa-67c44fcdf42f";"1";"837";"2025-06-09T14:56:56.000Z";"2025-06-09T14:59:32.000Z";"Kassenbeleg-V1";"2890";"90FJP9qhXQcQt6YCd25CJRZg+O2wl95BS4bEGhhIBOG9NX2FD++qVAH9Um7SOosmhy9I4qsF97Miy33wxYBjJQ==";;"Beleg^7.40_19.50_0.00_0.00_0.00^26.90:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"b1d7f152-977f-4754-86a5-05193ae746f4";"1";"839";"2025-06-09T14:59:59.000Z";"2025-06-09T15:01:52.000Z";"Kassenbeleg-V1";"2899";"hDeJ564qASmp/rTkemVBsgXqcvwE1NJmWcwfRLRBK7wSePMW2vJITWecIRTIRjqFYvPSmRWEIn8OXcbSk6ZGHA==";;"Beleg^9.70_36.50_0.00_0.00_0.00^46.20:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"cc16a7fe-4606-4f62-bab4-d00c3639eaab";"1";"841";"2025-06-09T15:02:11.000Z";"2025-06-09T15:03:04.000Z";"Kassenbeleg-V1";"2908";"isYwyLxLLuMsJaGZN1uMxMl6dOequBZcNgda23p79ggTosbf4cipBM8tgw5qf7f0NcLM9VqCHYGQHdY1cFqP+A==";;"Beleg^9.70_29.00_0.00_0.00_0.00^38.70:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-10T11:09:10Z";"34";"32020bcb-864e-4679-9d6c-31aafa8bb41d";"1";"835";"2025-06-09T14:55:29.000Z";"2025-06-09T15:04:31.000Z";"Kassenbeleg-V1";"2910";"qjCwbgxW/ZgPyi+jsnS0Zx7KzPHBhUvZBt2mW0VwCE6+Wo+XCRjYFVo7i5QCmmwVdktsuKX+xplvDVcUHhu6ag==";;"Beleg^0.00_16.00_0.00_0.00_0.00^16.00:Unbar"
