"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"POS_ZEILE";"GUTSCHEIN_NR";"ARTIKELTEXT";"POS_TERMINAL_ID";"GV_TYP";"GV_NAME";"INHAUS";"P_STORNO";"AGENTUR_ID";"ART_NR";"GTIN";"WARENGR_ID";"WARENGR";"MENGE";"FAKTOR";"EINHEIT";"STK_BR"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"de5555e4-28f4-446e-8d00-1095e4fbae6e";"1";;"Chicken Wing Yangnyoem";;"Umsatz";;"1";"0";"0";"47844555";;;;"1.000";;;"14.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"a26bf558-2176-4733-beb0-35b87396f329";"3";;"COCA COLA Zero";;"Umsatz";;"1";"0";"0";"48657214";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"a26bf558-2176-4733-beb0-35b87396f329";"2";;"Chicken Wing Soy Garlic";;"Umsatz";;"1";"0";"0";"47844557";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"a26bf558-2176-4733-beb0-35b87396f329";"1";;"Chicken Pop Yangnyoem";;"Umsatz";;"1";"0";"0";"47844540";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"20e419e0-c54a-4457-98b8-a7a98c2838d5";"5";;"Yangneom(Hausgemacht)";;"Umsatz";;"1";"0";"0";"47790565";;;;"1.000";;;"2.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"20e419e0-c54a-4457-98b8-a7a98c2838d5";"4";;"Fanta";;"Umsatz";;"1";"0";"0";"48657216";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"20e419e0-c54a-4457-98b8-a7a98c2838d5";"3";;"Pommes Frites";;"Umsatz";;"1";"0";"0";"47826849";;;;"1.000";;;"4.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"20e419e0-c54a-4457-98b8-a7a98c2838d5";"2";;"Japchae Mandu(Dumplings) 8 st";;"Umsatz";;"1";"0";"0";"48665379";;;;"1.000";;;"7.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"20e419e0-c54a-4457-98b8-a7a98c2838d5";"1";;"Fried Chicken Pop (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844903";;;;"1.000";;;"13.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"0a7d2c1c-6641-4f9a-8eb0-7700444d3c42";"2";;"Mayonnaise";;"Umsatz";;"1";"0";"0";"47826932";;;;"1.000";;;"1.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"0a7d2c1c-6641-4f9a-8eb0-7700444d3c42";"1";;"Ketchup";;"Umsatz";;"1";"0";"0";"47826929";;;;"1.000";;;"1.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"aea6f0d6-88c6-411f-95e0-c5b875a8de23";"2";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"aea6f0d6-88c6-411f-95e0-c5b875a8de23";"1";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"6";;"Sweet Potato Frites";;"Umsatz";;"1";"0";"0";"47826853";;;;"1.000";;;"5.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"5";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"4";;"Wasser (mit Kohlensäure)";;"Umsatz";;"1";"0";"0";"49474536";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"3";;"COCA COLA Zero";;"Umsatz";;"1";"0";"0";"48657214";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"2";;"Sweet Potato Frites";;"Umsatz";;"1";"0";"0";"47826853";;;;"1.000";;;"5.50000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"b15a4afb-48a0-4be9-8a83-68b1b001e762";"1";;"Chicken Pop Yangnyoem";;"Umsatz";;"1";"0";"0";"47844540";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"7b3f2a13-ef2a-44a1-a820-8f5ce769861f";"1";;"Basak Ramyeon";;"Umsatz";;"1";"0";"0";"47804263";;;;"1.000";;;"12.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"4f85e7d5-4fda-456c-9178-0275f012a239";"3";;"K-Coleslaw";;"Umsatz";;"1";"0";"0";"49604488";;;;"1.000";;;"3.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"4f85e7d5-4fda-456c-9178-0275f012a239";"2";;"BongBong 238ml";;"Umsatz";;"1";"0";"0";"48588040";;;;"1.000";;;"3.70000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"4f85e7d5-4fda-456c-9178-0275f012a239";"1";;"Chicken Pop Cream Lemon";;"Umsatz";;"1";"0";"0";"47844552";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"cc71468a-389f-4d17-951a-09d766afc669";"2";;"Chicken Wing Soy Garlic";;"Umsatz";;"1";"0";"0";"47844557";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"cc71468a-389f-4d17-951a-09d766afc669";"1";;"Chicken Pop Soy Garlic";;"Umsatz";;"1";"1";"0";"47844544";;;;"1.000";;;"11.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"a81fe578-fbda-46b1-a1b9-eae255d5e186";"2";;"Wasser (still)";;"Umsatz";;"1";"0";"0";"49474534";;;;"1.000";;;"2.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"a81fe578-fbda-46b1-a1b9-eae255d5e186";"1";;"Fried Chicken Wing (ohne Soße)";;"Umsatz";;"1";"0";"0";"47844554";;;;"1.000";;;"8.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"deb32ef6-9e79-49d7-8508-9d23b5107728";"1";;"Chicken Wing Yangnyoem";;"Umsatz";;"1";"1";"0";"47844555";;;;"1.000";;;"10.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"64242262-19a5-48ad-8f78-25f5b2db346b";"4";;"Shikhe 238ml";;"Umsatz";;"1";"0";"0";"48588169";;;;"1.000";;;"4.00000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"64242262-19a5-48ad-8f78-25f5b2db346b";"3";;"Shikhe 238ml";;"Umsatz";;"1";"0";"0";"48588169";;;;"1.000";;;"4.00000"
