"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"ZAHLART_WAEH";"ZAHLART_BETRAG_WAEH"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-23T19:01:04Z";"46";"EUR";"18.00"
