"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"a76b9028-bb23-4156-a230-d204b7e27289";"2";"29.50";"27.58";"1.92"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"5cadfb2d-b412-47cb-9380-aa833dc1dc54";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"e03ea992-94af-4a4f-b2ce-9563b9898c72";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"82d893ad-b6c0-44bc-b8c5-0df5123f65c0";"2";"11.50";"10.75";"0.75"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"9ed52ebb-aa16-4fae-b215-131a86a03dee";"2";"26.50";"24.77";"1.73"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"fd1ffa5f-790e-465e-8905-5f649614c74f";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"9a87bbf2-00ec-4311-8876-3c2be0ed3305";"2";"2.50";"2.34";"0.16"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"bf994ac4-3d59-4e36-bf65-c10a6188b4c0";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"77598291-2fbf-4397-b312-69dad98d8dd7";"1";"18.50";"15.55";"2.95"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"77598291-2fbf-4397-b312-69dad98d8dd7";"2";"55.00";"51.40";"3.60"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"586ba944-8f8e-469f-bb01-87ac0518969f";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"f77a65e5-635d-4e6e-8aa8-725239d1d6d5";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"f77a65e5-635d-4e6e-8aa8-725239d1d6d5";"2";"18.50";"17.29";"1.21"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"0b1fc7f0-a151-497e-a7be-8dc6290afcb2";"2";"15.00";"14.02";"0.98"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"f32ecb6f-e322-4695-98c4-2ec9de0d5ff9";"2";"23.50";"21.96";"1.54"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"2e0df4de-890c-430c-b174-cc2671d7dd57";"2";"7.80";"7.29";"0.51"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"c929667c-2b2e-41eb-8ccd-12d7443265f2";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"3efb912f-d42b-45b2-b2cf-fa69c2e74757";"1";"6.50";"5.46";"1.04"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"3efb912f-d42b-45b2-b2cf-fa69c2e74757";"2";"31.50";"29.44";"2.06"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"d5b23d86-c47a-4689-ac9b-30543c4545f1";"2";"12.00";"11.21";"0.79"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"bb206c3b-770c-43e8-b526-ab7ae3c0df2f";"2";"9.80";"9.16";"0.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"15b03cd6-c423-4a13-916e-9d96f7e54b6c";"2";"13.30";"12.43";"0.87"
