"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"TSE_ID";"TSE_TANR";"TSE_TA_START";"TSE_TA_ENDE";"TSE_TA_VORGANGSART";"TSE_TA_SIGZ";"TSE_TA_SIG";"TSE_TA_FEHLER";"TSE_VORGANGSDATEN"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"15b03cd6-c423-4a13-916e-9d96f7e54b6c";"1";"1467";"2025-06-25T10:31:55.000Z";"2025-06-25T10:45:15.000Z";"Kassenbeleg-V1";"4891";"csK9gRo5EQW+HZb7WkNtxLSiXrcrb3TdoIJ8xgFl/BV6SW1OsJqM1MZcE5wZYFtz2J8lpW5rCpLha7phpt4wtQ==";;"Beleg^0.00_13.30_0.00_0.00_0.00^13.30:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"bb206c3b-770c-43e8-b526-ab7ae3c0df2f";"1";"1469";"2025-06-25T11:06:43.000Z";"2025-06-25T11:07:05.000Z";"Kassenbeleg-V1";"4896";"t/1AFK217/7yFruVgvaF0PSPaC5mS46RrdzNGZrgyN1EA7ryEvPWY68PTOb5xwtqXGhMmTxVY/F5oADgHfGWsQ==";;"Beleg^0.00_9.80_0.00_0.00_0.00^9.80:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"d5b23d86-c47a-4689-ac9b-30543c4545f1";"1";"1471";"2025-06-25T11:44:15.000Z";"2025-06-25T11:45:01.000Z";"Kassenbeleg-V1";"4901";"m8z+LRkiWiH8gbPkGR11hbrB6cFn+wtm3nMiLq8PzPGDHS/GuBAGBE1W+QwLzvzDrbN+MWl3gt5tElL0py0ZPw==";;"Beleg^0.00_12.00_0.00_0.00_0.00^12.00:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"3efb912f-d42b-45b2-b2cf-fa69c2e74757";"1";"1473";"2025-06-25T13:12:29.000Z";"2025-06-25T13:12:33.000Z";"Kassenbeleg-V1";"4906";"MpnujMIpbkD07nujkdgFacjS6qpOdT3N63W6Dpk/zYBG+hhrJl7UYnSKYt//iNwxNu87jYAQazQLnaaDZnK4tw==";;"Beleg^6.50_31.50_0.00_0.00_0.00^38.00:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"c929667c-2b2e-41eb-8ccd-12d7443265f2";"1";"1477";"2025-06-25T14:03:40.000Z";"2025-06-25T14:04:08.000Z";"Kassenbeleg-V1";"4914";"kUwFCu0U/Ysr+uZP/GncUB5B8fOMxfOsUPdQbQiul9ldIaJahaSWRjMas0c3k+5cYP73gjVxHvi+AK0qyZmrDA==";;"Beleg^0.00_15.50_0.00_0.00_0.00^15.50:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"2e0df4de-890c-430c-b174-cc2671d7dd57";"1";"1475";"2025-06-25T13:26:06.000Z";"2025-06-25T14:39:15.000Z";"Kassenbeleg-V1";"4916";"oF7rrpNMhPIZvLe977aMHBMeEqjqPBtsVm1eW7EKmahF+G7XV5YVHzJz1IjqJICKXr4H1zUTuVgicLyhsHn2WQ==";;"Beleg^0.00_7.80_0.00_0.00_0.00^7.80:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"f32ecb6f-e322-4695-98c4-2ec9de0d5ff9";"1";"1479";"2025-06-25T14:42:09.000Z";"2025-06-25T14:44:05.000Z";"Kassenbeleg-V1";"4923";"bxlpE0GHHLc/UhhzZV1i+EjWeLIljgvkX1Q4lFTBFvrj/M3eBMtwkRNaWEofvXuQ/HDoJj1QZ+GdbKcThs63ow==";;"Beleg^0.00_23.50_0.00_0.00_2.35^25.85:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"0b1fc7f0-a151-497e-a7be-8dc6290afcb2";"1";"1481";"2025-06-25T15:09:56.000Z";"2025-06-25T15:10:56.000Z";"Kassenbeleg-V1";"4929";"KOftWrgnKFpk/5oLTEDvgKOZZtrGxhh88sYRt/lgAMOz6DWozT83zikvPDBqBZbCdTptFlDCBSyOdJkOYh+JLg==";;"Beleg^0.00_15.00_0.00_0.00_1.50^16.50:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"f77a65e5-635d-4e6e-8aa8-725239d1d6d5";"1";"1483";"2025-06-25T15:44:46.000Z";"2025-06-25T15:45:22.000Z";"Kassenbeleg-V1";"4934";"ZfHnwsjFFkFeS66F0z4AXoxuHucnwRrcMVf5A3gOL3HOAZOvGjKyVk6YLCx4VKHw+N/5L+iFLxq6tJMTp9JuQg==";;"Beleg^3.70_18.50_0.00_0.00_0.00^22.20:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"586ba944-8f8e-469f-bb01-87ac0518969f";"1";"1485";"2025-06-25T16:00:44.000Z";"2025-06-25T16:01:29.000Z";"Kassenbeleg-V1";"4939";"N/iVkCg+TGpSwOMDGLHk+P6ovuUZBsZ4piwcRhSryYEjdA5ZSftZ21HPDHx/JIKgS5pwCtsmRmA1gOGwb6bXkA==";;"Beleg^0.00_15.50_0.00_0.00_0.00^15.50:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"77598291-2fbf-4397-b312-69dad98d8dd7";"1";"1487";"2025-06-25T16:31:25.000Z";"2025-06-25T16:35:02.000Z";"Kassenbeleg-V1";"4952";"o/1qkXM7FYK91BqpCX8+k98CsIhMx6HNioMVYlBgeI3D6Z0d9muOmwSaB6HIjXf40e9ZNryfUPMibYJ/3ad2mQ==";;"Beleg^18.50_55.00_0.00_0.00_0.00^73.50:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"bf994ac4-3d59-4e36-bf65-c10a6188b4c0";"1";"1489";"2025-06-25T16:51:32.000Z";"2025-06-25T16:52:31.000Z";"Kassenbeleg-V1";"4957";"jCoi2nYa6ZYaK31NDR8glbyZCHtBKpkgfZHFuTUyVmnIlOFEyLopI0sX0cq5+ZdDOsZM8IA0oiYVZgWVss9YTA==";;"Beleg^0.00_15.50_0.00_0.00_0.00^15.50:Bar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"9a87bbf2-00ec-4311-8876-3c2be0ed3305";"1";"1491";"2025-06-25T17:04:11.000Z";"2025-06-25T17:04:38.000Z";"Kassenbeleg-V1";"4962";"9zqEdPkzp1Y6OOU8myEXu4EpYSuq7HgVaEiFJOO9DS5vQFTG+KGK0aERi8o5Vu5EGZsV8nL2ake4rPLTOeWnxA==";;"Beleg^0.00_2.50_0.00_0.00_0.00^2.50:Unbar"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-25T19:52:59Z";"48";"fd1ffa5f-790e-465e-8905-5f649614c74f";"1";"1499";"2025-06-25T17:37:00.000Z";"2025-06-25T17:37:47.000Z";"Kassenbeleg-V1";"4976";"XzRsPLNxJIk9heRBkvoQ46+Wv7KX/2D+tohYUVqOImO7D/22Rp/Nu90CdtobeeLlbnRR6cM6LFr1JPmeV+Ll0A==";;"Beleg^0.00_15.50_0.00_0.00_0.00^15.50:Unbar"
