"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"ZAHLART_TYP";"ZAHLART_NAME";"ZAHLWAEH_CODE";"ZAHLWAEH_BETRAG";"BASISWAEH_BETRAG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"fca12b45-d4b6-43e0-adbf-61ba2c11c91c";"Unbar";;"EUR";;"22.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"db6b1c3f-168b-4a0b-a679-7bb0363db41c";"Unbar";;"EUR";;"23.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"e962a8db-cc6e-4cdb-bffa-c3353f72ad60";"Bar";;"EUR";;"7.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"599a816b-1858-4a02-a132-883d425ca0b3";"Bar";;"EUR";;"4.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1715c058-e40e-4e9b-a7e4-8a6dbcd8ae28";"Unbar";;"EUR";;"35.40"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"a358f7b4-fbd1-4292-8bc4-e607ad918d08";"Unbar";;"EUR";;"47.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"ab5134c6-247f-4ba7-94b1-ea6b86f224b8";"Unbar";;"EUR";;"14.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"0eb07841-77e9-4259-a35a-42d4f7493bac";"Unbar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1a5c44c4-4bff-4e40-b44d-2b49c0091420";"Unbar";;"EUR";;"17.05"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"721c9456-47ba-476c-9560-4b42f2ac6a80";"Unbar";;"EUR";;"8.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"2a2dfff8-41c5-41ab-8c77-1dbde33f9075";"Bar";;"EUR";;"6.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"ae4b44c2-76fa-4a55-ac77-df36803e958c";"Bar";;"EUR";;"35.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"8fabc393-d224-452b-ac34-2b0eb3e35546";"Bar";;"EUR";;"-20.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"8fabc393-d224-452b-ac34-2b0eb3e35546";"Bar";;"EUR";;"372.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"976a7ac5-d24c-43f5-8617-bb5550e6d7a0";"Unbar";;"EUR";;"19.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"173ee785-4c66-484e-945e-9eccaf061819";"Unbar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1867924d-15f8-4040-933a-acd55d211b9d";"Unbar";;"EUR";;"7.40"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"ddad78e0-0773-4df4-9f2d-1f4005fcbe50";"Unbar";;"EUR";;"24.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"27e887be-9486-4f75-9339-347237ed8d61";"Unbar";;"EUR";;"30.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"37449bbd-1c5e-4268-9e79-373625c8942f";"Unbar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"19bb5bbe-a77e-448b-89eb-b67eb30ad160";"Unbar";;"EUR";;"33.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"785c67dc-a126-4633-9886-bc66567d68c6";"Bar";;"EUR";;"19.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"3024c543-9396-478f-9cae-cd6839e239d2";"Unbar";;"EUR";;"18.37"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-07T18:47:01Z";"33";"1f397d93-afd0-4cab-a3c0-35fd8f0b361b";"Unbar";;"EUR";;"19.50"
