"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"151a6628-f3fc-4baf-a53e-551e63b40b59";"2";"10.00";"9.35";"0.65"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"8206a10e-50e3-4164-a77c-7864e24b6aeb";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"3ad634fd-7c5f-4bbf-9c4f-6c7fc38e7727";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"3ad634fd-7c5f-4bbf-9c4f-6c7fc38e7727";"2";"22.00";"20.56";"1.44"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"d132396a-0237-4a20-9024-4c08b8a8fd9e";"2";"28.00";"26.17";"1.83"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"309a6be9-4414-420f-a0c2-a47ff24d1286";"1";"5.70";"4.79";"0.91"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"2b302b9d-7018-4327-aa1b-f109ed6c01b7";"1";"2.00";"1.68";"0.32"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"2b302b9d-7018-4327-aa1b-f109ed6c01b7";"2";"15.00";"14.02";"0.98"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"4eab9e9e-c880-48b4-9fef-8762dd5133fb";"1";"2.00";"1.68";"0.32"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"4ad5fec6-d546-4bf8-a557-f2447775b88f";"1";"4.00";"3.36";"0.64"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"c041e21c-9f09-42b6-bdcb-6f4d12d6d64c";"1";"2.00";"1.68";"0.32"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"c041e21c-9f09-42b6-bdcb-6f4d12d6d64c";"2";"18.00";"16.82";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"d9a61f6e-e9ca-48c0-ba72-a733c68204fc";"2";"18.00";"16.83";"1.17"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"27287ae7-9eb1-4ba9-96bd-235164035d9a";"2";"10.00";"9.35";"0.65"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"a23eb3c5-784d-46d7-b581-6fa964a3d0ad";"2";"15.50";"14.49";"1.01"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"8c830efe-aa41-471e-89df-0058c7f74ab6";"2";"8.50";"7.94";"0.56"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"ce02849d-175c-4f7b-a456-dcc0949c60af";"1";"5.70";"4.79";"0.91"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"ce02849d-175c-4f7b-a456-dcc0949c60af";"2";"26.50";"24.77";"1.73"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"7127758d-41b3-4587-98bb-4ad12e03fb16";"2";"12.00";"11.21";"0.79"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"9509e09f-91a1-4d40-b96a-99b39435984e";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"9509e09f-91a1-4d40-b96a-99b39435984e";"2";"17.50";"16.35";"1.15"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"852a8cbf-562b-4486-98ad-8e550f2f2817";"2";"13.00";"12.15";"0.85"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"446b0b50-091c-4ae1-a73c-a7a38b0263c0";"2";"9.00";"8.41";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"e69a9a47-08ad-42e1-9f95-96c968d44f75";"2";"9.50";"8.88";"0.62"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"38c2f08d-afdf-4c41-b914-54247c9ff67a";"1";"11.10";"9.33";"1.77"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"38c2f08d-afdf-4c41-b914-54247c9ff67a";"2";"53.00";"49.54";"3.46"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"7d11487a-7384-479e-860d-b6f865ee7085";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"7d11487a-7384-479e-860d-b6f865ee7085";"2";"16.00";"14.95";"1.05"
