"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"ZAHLART_TYP";"ZAHLART_NAME";"ZAHLWAEH_CODE";"ZAHLWAEH_BETRAG";"BASISWAEH_BETRAG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"151a6628-f3fc-4baf-a53e-551e63b40b59";"Unbar";;"EUR";;"10.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"8206a10e-50e3-4164-a77c-7864e24b6aeb";"Unbar";;"EUR";;"17.05"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"3ad634fd-7c5f-4bbf-9c4f-6c7fc38e7727";"Bar";;"EUR";;"-24.30"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"3ad634fd-7c5f-4bbf-9c4f-6c7fc38e7727";"Bar";;"EUR";;"50.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"d132396a-0237-4a20-9024-4c08b8a8fd9e";"Unbar";;"EUR";;"30.80"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"309a6be9-4414-420f-a0c2-a47ff24d1286";"Unbar";;"EUR";;"7.70"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"2b302b9d-7018-4327-aa1b-f109ed6c01b7";"Unbar";;"EUR";;"17.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"4eab9e9e-c880-48b4-9fef-8762dd5133fb";"Bar";;"EUR";;"2.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"4ad5fec6-d546-4bf8-a557-f2447775b88f";"Bar";;"EUR";;"4.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"c041e21c-9f09-42b6-bdcb-6f4d12d6d64c";"Bar";;"EUR";;"20.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"d9a61f6e-e9ca-48c0-ba72-a733c68204fc";"Unbar";;"EUR";;"19.80"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"27287ae7-9eb1-4ba9-96bd-235164035d9a";"Bar";;"EUR";;"10.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"a23eb3c5-784d-46d7-b581-6fa964a3d0ad";"Bar";;"EUR";;"-4.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"a23eb3c5-784d-46d7-b581-6fa964a3d0ad";"Bar";;"EUR";;"20.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"8c830efe-aa41-471e-89df-0058c7f74ab6";"Bar";;"EUR";;"-2.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"8c830efe-aa41-471e-89df-0058c7f74ab6";"Bar";;"EUR";;"10.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"ce02849d-175c-4f7b-a456-dcc0949c60af";"Unbar";;"EUR";;"32.20"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"7127758d-41b3-4587-98bb-4ad12e03fb16";"Bar";;"EUR";;"12.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"9509e09f-91a1-4d40-b96a-99b39435984e";"Unbar";;"EUR";;"24.90"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"852a8cbf-562b-4486-98ad-8e550f2f2817";"Unbar";;"EUR";;"14.30"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"446b0b50-091c-4ae1-a73c-a7a38b0263c0";"Bar";;"EUR";;"-11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"446b0b50-091c-4ae1-a73c-a7a38b0263c0";"Bar";;"EUR";;"20.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"e69a9a47-08ad-42e1-9f95-96c968d44f75";"Unbar";;"EUR";;"10.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"38c2f08d-afdf-4c41-b914-54247c9ff67a";"Unbar";;"EUR";;"64.10"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-17T19:39:42Z";"41";"7d11487a-7384-479e-860d-b6f865ee7085";"Unbar";;"EUR";;"19.70"
