"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"ZAHLART_WAEH";"ZAHLART_BETRAG_WAEH"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-05-10T10:37:23Z";"17";"EUR";"115.40"
