"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"27fd8858-efae-4ad0-8890-69ee4cefe467";"2";"12.00";"11.22";"0.78"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"618706a4-e221-4ece-b607-09e63b35d4d5";"2";"22.00";"20.56";"1.44"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"15f60e02-dd38-4c90-9850-546d13d8456f";"1";"7.40";"6.22";"1.18"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"15f60e02-dd38-4c90-9850-546d13d8456f";"2";"31.00";"28.98";"2.02"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"05ec67a8-6e5a-4d9e-b186-79722cd89e25";"1";"13.00";"10.92";"2.08"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"eabbea02-74f1-4f91-97d2-82808ea12c53";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"eabbea02-74f1-4f91-97d2-82808ea12c53";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"86bc15ed-f0a4-4e65-9fa2-02409a4ed4e4";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"86bc15ed-f0a4-4e65-9fa2-02409a4ed4e4";"2";"19.50";"18.22";"1.28"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"4d147a81-d7f1-40db-81fe-773110eba74f";"1";"6.70";"5.63";"1.07"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"4129a8cc-b89b-4987-8cff-18a505db6fd2";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"4129a8cc-b89b-4987-8cff-18a505db6fd2";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"5a648207-f767-4be9-806d-ec3c53cc4158";"2";"27.50";"25.70";"1.80"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"23510165-8217-4dab-a086-4d8fccc21d9f";"1";"10.20";"8.57";"1.63"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"23510165-8217-4dab-a086-4d8fccc21d9f";"2";"39.50";"36.91";"2.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"f88b780d-9e56-4149-9da3-32c321472916";"2";"12.00";"11.22";"0.78"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"e97104a3-bbcc-40c7-8e4a-eba32016cf19";"2";"16.00";"14.95";"1.05"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-16T18:35:11Z";"40";"c945cd91-545c-425b-b791-0ecab04fad63";"2";"19.00";"17.76";"1.24"
