"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"POS_ZEILE";"UST_SCHLUESSEL";"POS_BRUTTO";"POS_NETTO";"POS_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"257ea6d2-c1aa-4867-a86c-3592f595e06d";"1";"2";;"10.28000";"0.72000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eca88782-1ae4-4676-89c4-315106ce3184";"1";"2";;"12.62000";"0.88000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"7";"1";;"10.92000";"2.08000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"6";"2";;"2.34000";"0.16000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"5";"2";;"6.54000";"0.46000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"4";"2";;"10.28000";"0.72000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"3";"2";;"7.48000";"0.52000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"2";"2";;"10.28000";"0.72000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"1";"2";;"0.93000";"0.07000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"d1f0722c-09e8-4827-b626-d0f3bf2fdbc3";"3";"2";;"2.34000";"0.16000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"d1f0722c-09e8-4827-b626-d0f3bf2fdbc3";"2";"2";;"1.87000";"0.13000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"d1f0722c-09e8-4827-b626-d0f3bf2fdbc3";"1";"2";;"13.55000";"0.95000"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"f55d79bd-6ad9-4e3f-aa23-d5f58eb299d7";"4";"2";;"1.87000";"0.13000"
