"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"KASSE_BRAND";"KASSE_MODELL";"KASSE_SERIENNR";"KASSE_SW_BRAND";"KASSE_SW_VERSION";"KASSE_BASISWAEH_CODE";"KEINE_UST_ZUORDNUNG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-25T19:34:37Z";"12";"Apple";"iPad";"ERS 2b4b2631-1e69-4529-bfc0-879270663a14";"SumUp";;"EUR";"0"
