"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"UST_SCHLUESSEL";"BON_BRUTTO";"BON_NETTO";"BON_UST"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"83723420-be54-411f-999a-82b11396af62";"1";"-3.70";"-3.11";"-0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"83723420-be54-411f-999a-82b11396af62";"2";"-25.30";"-23.64";"-1.66"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"ef820a81-961d-4af4-b7b8-a4c4b0f2b7a4";"1";"3.70";"3.11";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"ef820a81-961d-4af4-b7b8-a4c4b0f2b7a4";"2";"25.30";"23.64";"1.66"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"13ff452a-1b6f-4fe0-85a8-fab1b0fb3a1c";"2";"-8.50";"-7.94";"-0.56"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"9219e5d6-607f-4427-8560-21c12921560c";"2";"8.50";"7.94";"0.56"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"6faa3092-8bb5-4be0-86d4-d56c8a8db435";"2";"11.00";"10.28";"0.72"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"43cfb46e-5e67-4a04-b3d8-687685e67f2d";"2";"9.00";"8.41";"0.59"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"6b757ca7-1e31-4a14-8460-10db4f4fa70a";"2";"8.50";"7.94";"0.56"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"1b3f8c8a-4c90-4e96-b5c9-0b3a82d82304";"2";"5.50";"5.14";"0.36"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"0fd12332-33e1-4da0-b226-803eb9585c49";"2";"4.00";"3.74";"0.26"
