"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"LOC_NAME";"LOC_STRASSE";"LOC_PLZ";"LOC_ORT";"LOC_LAND";"LOC_USTID"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-04-28T19:44:59Z";"14";"managed-orga-59585";"An Der Fließwiese 24a";"14052";"Berlin";"DEU";"DE339330766"
